TRACK_ID	ARTIST_ID	ALBUM_ID	PATH	DURATION	TAGS	V	A	D
track_0021502	artist_003177	album_003005	21502.mp3	105.9	"mood/theme---fun	mood/theme---positive"	0.877	0.353	0.522
track_0021506	artist_003177	album_003005	21506.mp3	210.1	mood/theme---relaxing	0.708	-0.686	-0.05
track_0021509	artist_003177	album_003005	21509.mp3	95.3	"mood/theme---positive	mood/theme---relaxing"	0.813	-0.333	0.33
track_0022101	artist_000587	album_003080	22101.mp3	187.1	mood/theme---dark	-0.604	-0.204	-0.148
track_0026403	artist_003944	album_003615	26403.mp3	176.5	mood/theme---inspiring	0.542	0.096	0.21
track_0026404	artist_003944	album_003615	26404.mp3	171.4	"mood/theme---documentary	mood/theme---emotional	mood/theme---romantic"	0.558	-0.028	0.146667
track_0026405	artist_003944	album_003615	26405.mp3	241.0	"mood/theme---melancholic	mood/theme---sad"	-0.594	-0.361	-0.574
track_0031207	artist_004347	album_003910	31207.mp3	343.9	mood/theme---dream	0.688	-0.686	-0.344
track_0031208	artist_004347	album_003910	31208.mp3	468.6	mood/theme---dream	0.688	-0.686	-0.344
track_0031209	artist_004347	album_003910	31209.mp3	264.0	mood/theme---dream	0.688	-0.686	-0.344
track_0031210	artist_004347	album_003910	31210.mp3	154.4	mood/theme---dream	0.688	-0.686	-0.344
track_0034008	artist_004729	album_004177	34008.mp3	190.1	"mood/theme---meditative	mood/theme---relaxing"	0.468	-0.723	-0.071
track_0034009	artist_004729	album_004177	34009.mp3	172.3	"mood/theme---meditative	mood/theme---relaxing"	0.468	-0.723	-0.071
track_0034010	artist_004729	album_004177	34010.mp3	169.2	"mood/theme---meditative	mood/theme---relaxing"	0.468	-0.723	-0.071
track_0036708	artist_005126	album_004490	36708.mp3	338.1	mood/theme---dark	-0.604	-0.204	-0.148
track_0036709	artist_005126	album_004490	36709.mp3	354.6	mood/theme---dark	-0.604	-0.204	-0.148
track_0036710	artist_005126	album_004490	36710.mp3	471.1	mood/theme---dark	-0.604	-0.204	-0.148
track_0036711	artist_005126	album_004490	36711.mp3	384.1	mood/theme---dark	-0.604	-0.204	-0.148
track_0036712	artist_005126	album_004490	36712.mp3	580.1	mood/theme---dark	-0.604	-0.204	-0.148
track_0045605	artist_006278	album_005471	45605.mp3	204.0	"mood/theme---dark	mood/theme---dream"	0.042	-0.445	-0.246
track_0045607	artist_006278	album_005471	45607.mp3	209.8	"mood/theme---dark	mood/theme---dream"	0.042	-0.445	-0.246
track_0047400	artist_005721	album_005726	47400.mp3	268.1	mood/theme---dream	0.688	-0.686	-0.344
track_0047401	artist_005721	album_005726	47401.mp3	296.0	mood/theme---dream	0.688	-0.686	-0.344
track_0047402	artist_005721	album_005726	47402.mp3	124.5	mood/theme---dream	0.688	-0.686	-0.344
track_0047403	artist_005721	album_005726	47403.mp3	87.9	mood/theme---dream	0.688	-0.686	-0.344
track_0047404	artist_005721	album_005726	47404.mp3	62.5	"mood/theme---dream	mood/theme---melancholic"	0.025	-0.537	-0.395
track_0049100	artist_006808	album_005959	49100.mp3	276.0	mood/theme---meditative	0.228	-0.76	-0.092
track_0074000	artist_005240	album_006561	74000.mp3	352.2	"mood/theme---adventure	mood/theme---corporate"	0.509	0.311	0.455
track_0074001	artist_005240	album_006561	74001.mp3	240.8	"mood/theme---adventure	mood/theme---corporate"	0.509	0.311	0.455
track_0078304	artist_007872	album_007098	78304.mp3	228.5	"mood/theme---drama	mood/theme---emotional	mood/theme---horror	mood/theme---melodic"	0.14525	0.469	0.0095
track_0078305	artist_007872	album_007098	78305.mp3	199.5	"mood/theme---adventure	mood/theme---drama	mood/theme---emotional"	0.417333	0.550667	0.144667
track_0078306	artist_007872	album_007098	78306.mp3	210.1	"mood/theme---dark	mood/theme---drama	mood/theme---dream	mood/theme---emotional"	0.1255	0.012	-0.1195
track_0078307	artist_007872	album_007098	78307.mp3	235.5	"mood/theme---ballad	mood/theme---drama	mood/theme---emotional	mood/theme---sad"	0.113	0.043	-0.21
track_0078308	artist_007872	album_007098	78308.mp3	267.4	"mood/theme---adventure	mood/theme---drama	mood/theme---emotional"	0.417333	0.550667	0.144667
track_0078309	artist_007872	album_007098	78309.mp3	212.0	"mood/theme---adventure	mood/theme---drama"	0.347	0.612	0.191
track_0078310	artist_007872	album_007098	78310.mp3	233.2	"mood/theme---adventure	mood/theme---drama	mood/theme---emotional	mood/theme---horror"	0.1205	0.588	0.0775
track_0078311	artist_007872	album_007098	78311.mp3	186.2	"mood/theme---ballad	mood/theme---drama	mood/theme---emotional	mood/theme---soft"	0.3805	-0.034	-0.1685
track_0078312	artist_007872	album_007098	78312.mp3	183.5	"mood/theme---adventure	mood/theme---travel"	0.848	0.546	0.245
track_0080500	artist_001935	album_007365	80500.mp3	129.3	mood/theme---mellow	0.266	-0.917	-0.328
track_0080501	artist_001935	album_007365	80501.mp3	193.6	mood/theme---mellow	0.266	-0.917	-0.328
track_0080502	artist_001935	album_007365	80502.mp3	129.0	mood/theme---mellow	0.266	-0.917	-0.328
track_0080503	artist_001935	album_007365	80503.mp3	153.1	mood/theme---mellow	0.266	-0.917	-0.328
track_0080504	artist_001935	album_007365	80504.mp3	111.9	mood/theme---mellow	0.266	-0.917	-0.328
track_0080505	artist_001935	album_007365	80505.mp3	197.0	mood/theme---mellow	0.266	-0.917	-0.328
track_0080506	artist_001935	album_007365	80506.mp3	117.4	mood/theme---mellow	0.266	-0.917	-0.328
track_0080507	artist_001935	album_007365	80507.mp3	151.2	mood/theme---mellow	0.266	-0.917	-0.328
track_0080508	artist_001935	album_007365	80508.mp3	237.3	mood/theme---mellow	0.266	-0.917	-0.328
track_0080509	artist_001935	album_007365	80509.mp3	193.6	mood/theme---mellow	0.266	-0.917	-0.328
track_0082808	artist_003471	album_007631	82808.mp3	148.0	mood/theme---ballad	0.584	-0.432	-0.152
track_0086200	artist_005071	album_008272	86200.mp3	122.8	mood/theme---calm	0.75	-0.9	-0.373
track_0089808	artist_007982	album_008697	89808.mp3	152.0	mood/theme---cool	0.77	0.08	0.562
track_0094710	artist_007063	album_009604	94710.mp3	235.4	mood/theme---drama	-0.14	0.51	-0.038
track_0095400	artist_005361	album_009723	95400.mp3	97.0	mood/theme---dark	-0.604	-0.204	-0.148
track_0095408	artist_005361	album_009723	95408.mp3	92.3	mood/theme---soft	0.52	-0.642	-0.536
track_0095411	artist_005361	album_009723	95411.mp3	110.9	mood/theme---soft	0.52	-0.642	-0.536
track_0095612	artist_336764	album_009831	95612.mp3	253.5	mood/theme---happy	0.985	0.47	0.39
track_0099810	artist_001336	album_010924	99810.mp3	330.4	"mood/theme---dark	mood/theme---slow"	-0.445	-0.5655	-0.428
track_0099811	artist_001336	album_010924	99811.mp3	316.9	"mood/theme---dark	mood/theme---slow"	-0.445	-0.5655	-0.428
track_0099812	artist_001336	album_010924	99812.mp3	318.9	"mood/theme---dark	mood/theme---slow"	-0.445	-0.5655	-0.428
track_0100603	artist_336984	album_011091	100603.mp3	151.5	mood/theme---advertising	0.244	0.216	0.264
track_0100610	artist_336984	album_011091	100610.mp3	203.1	mood/theme---advertising	0.244	0.216	0.264
track_0108505	artist_007392	album_013067	108505.mp3	448.5	mood/theme---cool	0.77	0.08	0.562
track_0111012	artist_004116	album_013948	111012.mp3	462.7	"mood/theme---energetic	mood/theme---happy"	0.8395	0.603	0.597
track_0114200	artist_006819	album_014943	114200.mp3	244.8	mood/theme---relaxing	0.708	-0.686	-0.05
track_0114201	artist_006819	album_014943	114201.mp3	291.4	mood/theme---relaxing	0.708	-0.686	-0.05
track_0116600	artist_006186	album_015574	116600.mp3	703.8	mood/theme---meditative	0.228	-0.76	-0.092
track_0117800	artist_337576	album_015799	117800.mp3	259.0	mood/theme---meditative	0.228	-0.76	-0.092
track_0128300	artist_337907	album_018111	128300.mp3	90.1	"mood/theme---calm	mood/theme---dream	mood/theme---emotional"	0.665333	-0.386	-0.221667
track_0128301	artist_337907	album_018111	128301.mp3	130.5	"mood/theme---calm	mood/theme---emotional"	0.654	-0.236	-0.1605
track_0128306	artist_337907	album_018111	128306.mp3	91.2	mood/theme---groovy	0.23	0.076	-0.072
track_0128307	artist_337907	album_018111	128307.mp3	87.2	mood/theme---groovy	0.23	0.076	-0.072
track_0128308	artist_337907	album_018111	128308.mp3	141.6	mood/theme---groovy	0.23	0.076	-0.072
track_0132205	artist_338059	album_018692	132205.mp3	205.6	mood/theme---dream	0.688	-0.686	-0.344
track_0132206	artist_338059	album_018692	132206.mp3	322.2	mood/theme---dream	0.688	-0.686	-0.344
track_0132207	artist_338059	album_018692	132207.mp3	272.3	mood/theme---dream	0.688	-0.686	-0.344
track_0133600	artist_007063	album_018982	133600.mp3	165.0	"mood/theme---energetic	mood/theme---sport"	0.712	0.568	0.559
track_0141800	artist_338444	album_020266	141800.mp3	461.4	"mood/theme---deep	mood/theme---soundscape"	0.344	-0.37	0.132
track_0146600	artist_338059	album_020957	146600.mp3	240.4	mood/theme---dream	0.688	-0.686	-0.344
track_0146602	artist_338059	album_020957	146602.mp3	218.0	mood/theme---dream	0.688	-0.686	-0.344
track_0146605	artist_338059	album_020957	146605.mp3	217.8	mood/theme---dream	0.688	-0.686	-0.344
track_0146606	artist_338059	album_020957	146606.mp3	313.7	mood/theme---dream	0.688	-0.686	-0.344
track_0146607	artist_338059	album_020957	146607.mp3	60.0	mood/theme---dream	0.688	-0.686	-0.344
track_0147504	artist_338677	album_021156	147504.mp3	321.9	mood/theme---retro	0.3	-0.448	-0.358
track_0152712	artist_338660	album_021772	152712.mp3	63.2	mood/theme---ambiental	0.708	-0.686	-0.05
track_0153400	artist_003177	album_021883	153400.mp3	290.7	"mood/theme---meditative	mood/theme---space"	0.414	-0.563	0.027
track_0155502	artist_338660	album_022323	155502.mp3	212.0	mood/theme---ambiental	0.708	-0.686	-0.05
track_0155503	artist_338660	album_022323	155503.mp3	210.9	mood/theme---ambiental	0.708	-0.686	-0.05
track_0155504	artist_338660	album_022323	155504.mp3	329.3	mood/theme---ambiental	0.708	-0.686	-0.05
track_0155505	artist_338660	album_022323	155505.mp3	222.2	mood/theme---ambiental	0.708	-0.686	-0.05
track_0155506	artist_338660	album_022323	155506.mp3	132.6	mood/theme---ambiental	0.708	-0.686	-0.05
track_0155507	artist_338660	album_022323	155507.mp3	361.0	mood/theme---ambiental	0.708	-0.686	-0.05
track_0155508	artist_338660	album_022323	155508.mp3	375.4	mood/theme---ambiental	0.708	-0.686	-0.05
track_0155509	artist_338660	album_022323	155509.mp3	147.5	mood/theme---ambiental	0.708	-0.686	-0.05
track_0155510	artist_338660	album_022323	155510.mp3	254.9	mood/theme---ambiental	0.708	-0.686	-0.05
track_0155511	artist_338660	album_022323	155511.mp3	54.6	mood/theme---ambiental	0.708	-0.686	-0.05
track_0155512	artist_338660	album_022323	155512.mp3	202.9	mood/theme---ambiental	0.708	-0.686	-0.05
track_0158611	artist_338660	album_022804	158611.mp3	160.2	mood/theme---ambiental	0.708	-0.686	-0.05
track_0158612	artist_338660	album_022804	158612.mp3	269.5	mood/theme---ambiental	0.708	-0.686	-0.05
track_0159207	artist_339226	album_022879	159207.mp3	224.6	mood/theme---melodic	0.933	0.238	0.148
track_0159801	artist_007506	album_022948	159801.mp3	433.6	"mood/theme---background	mood/theme---film"	0.222	-0.152	0.064
track_0159807	artist_007506	album_022948	159807.mp3	376.6	"mood/theme---background	mood/theme---film"	0.222	-0.152	0.064
track_0165309	artist_339383	album_024226	165309.mp3	366.5	"mood/theme---melodic	mood/theme---relaxing"	0.8205	-0.224	0.049
track_0165311	artist_339383	album_024226	165311.mp3	240.0	mood/theme---melodic	0.933	0.238	0.148
track_0166604	artist_339527	album_024435	166604.mp3	183.3	"mood/theme---ballad	mood/theme---sad"	0.017	-0.383	-0.427
track_0166607	artist_339527	album_024435	166607.mp3	212.2	mood/theme---romantic	0.872	0.062	0.196
track_0168800	artist_338660	album_024809	168800.mp3	278.0	mood/theme---ambiental	0.708	-0.686	-0.05
track_0168801	artist_338660	album_024809	168801.mp3	370.7	mood/theme---ambiental	0.708	-0.686	-0.05
track_0168802	artist_338660	album_024809	168802.mp3	136.2	mood/theme---ambiental	0.708	-0.686	-0.05
track_0168803	artist_338660	album_024809	168803.mp3	376.0	mood/theme---ambiental	0.708	-0.686	-0.05
track_0168805	artist_338660	album_024809	168805.mp3	100.8	mood/theme---ambiental	0.708	-0.686	-0.05
track_0168806	artist_338660	album_024809	168806.mp3	299.2	mood/theme---ambiental	0.708	-0.686	-0.05
track_0168807	artist_338660	album_024809	168807.mp3	248.7	mood/theme---ambiental	0.708	-0.686	-0.05
track_0168808	artist_338660	album_024809	168808.mp3	316.4	mood/theme---ambiental	0.708	-0.686	-0.05
track_0168809	artist_338660	album_024809	168809.mp3	158.0	mood/theme---ambiental	0.708	-0.686	-0.05
track_0168810	artist_338660	album_024809	168810.mp3	94.0	mood/theme---ambiental	0.708	-0.686	-0.05
track_0168811	artist_338660	album_024809	168811.mp3	268.5	mood/theme---ambiental	0.708	-0.686	-0.05
track_0168812	artist_338660	album_024809	168812.mp3	208.3	mood/theme---ambiental	0.708	-0.686	-0.05
track_0184207	artist_340347	album_027615	184207.mp3	144.4	mood/theme---ambiental	0.708	-0.686	-0.05
track_0202200	artist_008094	album_030054	202200.mp3	315.9	mood/theme---film	0.646	-0.018	0.132
track_0202201	artist_008094	album_030054	202201.mp3	296.9	mood/theme---film	0.646	-0.018	0.132
track_0202205	artist_008094	album_030054	202205.mp3	221.7	mood/theme---film	0.646	-0.018	0.132
track_0202208	artist_008094	album_030054	202208.mp3	396.1	mood/theme---film	0.646	-0.018	0.132
track_0206000	artist_341323	album_030556	206000.mp3	262.8	"mood/theme---documentary	mood/theme---drama"	0.052	-0.032	0.077
track_0206006	artist_341323	album_030556	206006.mp3	182.0	mood/theme---energetic	0.694	0.736	0.804
track_0206011	artist_341323	album_030556	206011.mp3	211.2	mood/theme---energetic	0.694	0.736	0.804
track_0207501	artist_341393	album_030719	207501.mp3	208.8	"mood/theme---emotional	mood/theme---energetic"	0.626	0.582	0.428
track_0207506	artist_341393	album_030719	207506.mp3	223.6	"mood/theme---emotional	mood/theme---energetic"	0.626	0.582	0.428
track_0209006	artist_341393	album_030932	209006.mp3	224.8	mood/theme---emotional	0.558	0.428	0.052
track_0209102	artist_341393	album_030932	209102.mp3	227.3	mood/theme---emotional	0.558	0.428	0.052
track_0211412	artist_341393	album_031222	211412.mp3	245.4	mood/theme---energetic	0.694	0.736	0.804
track_0216906	artist_000989	album_031856	216906.mp3	147.3	mood/theme---meditative	0.228	-0.76	-0.092
track_0217705	artist_339226	album_032199	217705.mp3	196.7	mood/theme---melodic	0.933	0.238	0.148
track_0217706	artist_339226	album_032199	217706.mp3	228.0	mood/theme---melodic	0.933	0.238	0.148
track_0217709	artist_339226	album_032199	217709.mp3	259.4	mood/theme---dark	-0.604	-0.204	-0.148
track_0230805	artist_341393	album_034020	230805.mp3	214.0	mood/theme---emotional	0.558	0.428	0.052
track_0230903	artist_341393	album_034020	230903.mp3	223.2	mood/theme---emotional	0.558	0.428	0.052
track_0230905	artist_341393	album_034020	230905.mp3	208.0	mood/theme---emotional	0.558	0.428	0.052
track_0231611	artist_337114	album_034119	231611.mp3	390.2	mood/theme---melancholic	-0.638	-0.388	-0.446
track_0236401	artist_002208	album_034523	236401.mp3	220.0	mood/theme---ballad	0.584	-0.432	-0.152
track_0238201	artist_343280	album_034729	238201.mp3	122.0	mood/theme---romantic	0.872	0.062	0.196
track_0238202	artist_343280	album_034729	238202.mp3	100.6	mood/theme---romantic	0.872	0.062	0.196
track_0238203	artist_343280	album_034729	238203.mp3	96.2	mood/theme---romantic	0.872	0.062	0.196
track_0238204	artist_343280	album_034729	238204.mp3	163.2	mood/theme---romantic	0.872	0.062	0.196
track_0242212	artist_337786	album_035203	242212.mp3	183.0	mood/theme---dark	-0.604	-0.204	-0.148
track_0242410	artist_343767	album_035540	242410.mp3	296.2	mood/theme---dream	0.688	-0.686	-0.344
track_0242610	artist_343767	album_035540	242610.mp3	245.2	mood/theme---dream	0.688	-0.686	-0.344
track_0245406	artist_007506	album_035527	245406.mp3	270.5	"mood/theme---background	mood/theme---film"	0.222	-0.152	0.064
track_0245501	artist_343767	album_035540	245501.mp3	189.4	mood/theme---dream	0.688	-0.686	-0.344
track_0248009	artist_344700	album_035836	248009.mp3	585.0	"mood/theme---meditative	mood/theme---space"	0.414	-0.563	0.027
track_0248109	artist_002444	album_035882	248109.mp3	349.8	"mood/theme---dream	mood/theme---mellow	mood/theme---relaxing"	0.554	-0.763	-0.240667
track_0250100	artist_004965	album_036034	250100.mp3	1267.0	mood/theme---dream	0.688	-0.686	-0.344
track_0251100	artist_004965	album_036179	251100.mp3	817.7	mood/theme---dream	0.688	-0.686	-0.344
track_0257205	artist_345727	album_036872	257205.mp3	285.3	mood/theme---deep	-0.02	-0.054	0.314
track_0260307	artist_005217	album_037271	260307.mp3	211.3	mood/theme---calm	0.75	-0.9	-0.373
track_0260311	artist_005217	album_037271	260311.mp3	201.5	mood/theme---fast	0.25	0.358	0.29
track_0261812	artist_339202	album_037432	261812.mp3	388.6	mood/theme---dream	0.688	-0.686	-0.344
track_0264302	artist_007625	album_037710	264302.mp3	537.6	"mood/theme---deep	mood/theme---sad"	-0.285	-0.194	-0.194
track_0267904	artist_341323	album_038075	267904.mp3	120.0	"mood/theme---commercial	mood/theme---documentary"	0.428	-0.297	0.124
track_0268310	artist_004118	album_038133	268310.mp3	162.0	mood/theme---ambiental	0.708	-0.686	-0.05
track_0268311	artist_004118	album_038133	268311.mp3	96.4	mood/theme---ambiental	0.708	-0.686	-0.05
track_0268312	artist_004118	album_038133	268312.mp3	268.1	mood/theme---ambiental	0.708	-0.686	-0.05
track_0277804	artist_347359	album_039102	277804.mp3	227.4	mood/theme---emotional	0.558	0.428	0.052
track_0277806	artist_347359	album_039102	277806.mp3	229.6	"mood/theme---adventure	mood/theme---emotional"	0.696	0.571	0.236
track_0283205	artist_003581	album_039547	283205.mp3	133.3	"mood/theme---game	mood/theme---happy"	0.7275	0.523	0.188
track_0283809	artist_337114	album_039796	283809.mp3	285.3	mood/theme---drama	-0.14	0.51	-0.038
track_0290511	artist_347845	album_040199	290511.mp3	244.0	mood/theme---relaxing	0.708	-0.686	-0.05
track_0292501	artist_005117	album_040370	292501.mp3	171.1	"mood/theme---epic	mood/theme---inspiring	mood/theme---powerful	mood/theme---uplifting"	0.591	0.3195	0.51775
track_0313811	artist_338437	album_042473	313811.mp3	250.0	mood/theme---cool	0.77	0.08	0.562
track_0313812	artist_338437	album_042473	313812.mp3	287.1	mood/theme---cool	0.77	0.08	0.562
track_0316203	artist_349009	album_042739	316203.mp3	204.1	"mood/theme---energetic	mood/theme---movie"	0.639	0.428	0.373
track_0316204	artist_349009	album_042739	316204.mp3	176.0	"mood/theme---energetic	mood/theme---movie"	0.639	0.428	0.373
track_0316205	artist_349009	album_042739	316205.mp3	276.9	"mood/theme---energetic	mood/theme---movie"	0.639	0.428	0.373
track_0316206	artist_349009	album_042739	316206.mp3	216.1	"mood/theme---energetic	mood/theme---movie"	0.639	0.428	0.373
track_0318710	artist_337114	album_043033	318710.mp3	253.6	"mood/theme---nature	mood/theme---soft"	0.617	-0.637	-0.125
track_0324611	artist_336871	album_043607	324611.mp3	274.4	mood/theme---ballad	0.584	-0.432	-0.152
track_0324612	artist_336871	album_043607	324612.mp3	300.7	"mood/theme---ballad	mood/theme---melodic"	0.7585	-0.097	-0.002
track_0329405	artist_349709	album_044182	329405.mp3	178.1	"mood/theme---film	mood/theme---inspiring	mood/theme---relaxing"	0.632	-0.202667	0.097333
track_0338209	artist_004965	album_044813	338209.mp3	720.4	mood/theme---meditative	0.228	-0.76	-0.092
track_0340512	artist_344700	album_044997	340512.mp3	756.0	"mood/theme---meditative	mood/theme---relaxing"	0.468	-0.723	-0.071
track_0341608	artist_350184	album_045086	341608.mp3	199.1	mood/theme---melodic	0.933	0.238	0.148
track_0345903	artist_336871	album_045486	345903.mp3	270.3	mood/theme---cool	0.77	0.08	0.562
track_0345905	artist_336871	album_045486	345905.mp3	230.0	mood/theme---melodic	0.933	0.238	0.148
track_0345908	artist_336871	album_045486	345908.mp3	257.5	"mood/theme---meditative	mood/theme---slow"	-0.029	-0.8435	-0.4
track_0345909	artist_336871	album_045486	345909.mp3	280.7	"mood/theme---cool	mood/theme---slow"	0.242	-0.4235	-0.073
track_0345910	artist_336871	album_045486	345910.mp3	274.1	mood/theme---ballad	0.584	-0.432	-0.152
track_0345911	artist_336871	album_045486	345911.mp3	213.6	mood/theme---cool	0.77	0.08	0.562
track_0347604	artist_341393	album_045709	347604.mp3	262.6	"mood/theme---emotional	mood/theme---soft"	0.539	-0.107	-0.242
track_0348704	artist_350519	album_045760	348704.mp3	286.6	mood/theme---party	0.896	0.68	0.094
track_0357511	artist_002741	album_046520	357511.mp3	249.1	mood/theme---inspiring	0.542	0.096	0.21
track_0357512	artist_002741	album_046520	357512.mp3	352.8	mood/theme---inspiring	0.542	0.096	0.21
track_0360810	artist_341968	album_046778	360810.mp3	215.4	mood/theme---commercial	0.612	-0.02	0.056
track_0361002	artist_343767	album_046816	361002.mp3	230.7	mood/theme---dream	0.688	-0.686	-0.344
track_0361003	artist_343767	album_046816	361003.mp3	332.8	mood/theme---dream	0.688	-0.686	-0.344
track_0361701	artist_343564	album_047808	361701.mp3	299.4	mood/theme---heavy	-0.5	-0.092	0.2
track_0366006	artist_348291	album_047223	366006.mp3	245.1	mood/theme---melancholic	-0.638	-0.388	-0.446
track_0366009	artist_348291	album_047223	366009.mp3	222.7	"mood/theme---ballad	mood/theme---hopeful"	0.739	-0.359	0.051
track_0366011	artist_348291	album_047223	366011.mp3	213.8	"mood/theme---ballad	mood/theme---hopeful	mood/theme---melancholic	mood/theme---sad"	0.0725	-0.36	-0.2615
track_0366012	artist_348291	album_047223	366012.mp3	165.8	mood/theme---dark	-0.604	-0.204	-0.148
track_0369905	artist_004934	album_047529	369905.mp3	261.4	"mood/theme---happy	mood/theme---love	mood/theme---summer"	0.868333	0.183333	0.241333
track_0369908	artist_004934	album_047529	369908.mp3	309.0	mood/theme---deep	-0.02	-0.054	0.314
track_0369910	artist_004934	album_047529	369910.mp3	194.6	mood/theme---movie	0.584	0.12	-0.058
track_0373302	artist_340121	album_047767	373302.mp3	273.1	mood/theme---meditative	0.228	-0.76	-0.092
track_0376310	artist_350876	album_048048	376310.mp3	110.9	"mood/theme---dream	mood/theme---space"	0.644	-0.526	-0.099
track_0378211	artist_351326	album_048169	378211.mp3	423.8	mood/theme---soundscape	0.708	-0.686	-0.05
track_0378605	artist_351691	album_048197	378605.mp3	302.4	mood/theme---ballad	0.584	-0.432	-0.152
track_0380612	artist_351588	album_048352	380612.mp3	528.1	mood/theme---space	0.6	-0.366	0.146
track_0385608	artist_005801	album_048731	385608.mp3	243.9	"mood/theme---epic	mood/theme---inspiring	mood/theme---upbeat"	0.670667	0.194667	0.491333
track_0387400	artist_003944	album_048890	387400.mp3	168.2	"mood/theme---dark	mood/theme---inspiring	mood/theme---relaxing"	0.215333	-0.264667	0.004
track_0387401	artist_003944	album_048890	387401.mp3	129.8	"mood/theme---emotional	mood/theme---melancholic"	-0.04	0.02	-0.197
track_0387403	artist_003944	album_048890	387403.mp3	276.2	mood/theme---inspiring	0.542	0.096	0.21
track_0387412	artist_003944	album_048892	387412.mp3	48.0	mood/theme---inspiring	0.542	0.096	0.21
track_0387501	artist_352042	album_048909	387501.mp3	218.0	"mood/theme---dream	mood/theme---love	mood/theme---melancholic	mood/theme---romantic"	0.4795	-0.1695	-0.09
track_0387508	artist_352042	album_048909	387508.mp3	279.6	mood/theme---powerful	0.566	0.66	0.991
track_0387511	artist_352042	album_048909	387511.mp3	261.1	"mood/theme---dark	mood/theme---dramatic	mood/theme---emotional	mood/theme---powerful"	0.0635	0.361	0.19525
track_0389702	artist_352100	album_049110	389702.mp3	185.3	mood/theme---game	0.47	0.576	-0.014
track_0390000	artist_003786	album_049125	390000.mp3	159.5	"mood/theme---happy	mood/theme---hopeful	mood/theme---positive"	0.932333	0.068	0.451333
track_0390001	artist_003786	album_049125	390001.mp3	177.6	"mood/theme---hopeful	mood/theme---inspiring"	0.718	-0.095	0.232
track_0390002	artist_003786	album_049125	390002.mp3	153.6	"mood/theme---children	mood/theme---inspiring"	0.628	0.086	0.04
track_0390003	artist_003786	album_049125	390003.mp3	136.9	"mood/theme---film	mood/theme---hopeful"	0.77	-0.152	0.193
track_0390004	artist_003786	album_049125	390004.mp3	193.8	mood/theme---sad	-0.55	-0.334	-0.702
track_0391307	artist_342618	album_049247	391307.mp3	228.1	mood/theme---film	0.646	-0.018	0.132
track_0392210	artist_352224	album_049317	392210.mp3	207.3	mood/theme---melodic	0.933	0.238	0.148
track_0395005	artist_352335	album_049542	395005.mp3	315.5	"mood/theme---mellow	mood/theme---space"	0.433	-0.6415	-0.091
track_0399200	artist_003944	album_049823	399200.mp3	273.1	"mood/theme---happy	mood/theme---inspiring	mood/theme---uplifting"	0.689667	0.220667	0.27
track_0399201	artist_003944	album_049823	399201.mp3	206.5	"mood/theme---mellow	mood/theme---relaxing	mood/theme---romantic"	0.615333	-0.513667	-0.060667
track_0399202	artist_003944	album_049823	399202.mp3	220.6	"mood/theme---mellow	mood/theme---romantic"	0.569	-0.4275	-0.066
track_0399203	artist_003944	album_049823	399203.mp3	248.1	mood/theme---positive	0.918	0.02	0.71
